Dataset,Classifier,Metric,NO OVERSAMPLING,RANDOM OVERSAMPLING,SMOTE,G-SMOTE
YEAST 1,DT,AUC,0.8311472917189929,0.8074850947200009,0.8623046070422485,0.8538830628893391
YEAST 1,DT,F-SCORE,0.4825682926829267,0.3514090260326417,0.3823483642806829,0.4594122037458416
YEAST 1,DT,G-MEAN,0.5961486782812541,0.8039970073350395,0.8022470189231456,0.8202741680332205
YEAST 1,GBC,AUC,0.8324724263615165,0.8475184636611711,0.8479396721359159,0.869916010042363
YEAST 1,GBC,F-SCORE,0.4907837369729318,0.4839680513105546,0.4303528594440309,0.5019256711191017
YEAST 1,GBC,G-MEAN,0.6121584968176171,0.7805497464214118,0.7802187595365119,0.8199360219951318
HEART (2),LR,AUC,0.8168664530903368,0.8215647635758879,0.8180844941639357,0.8194086681583787
HEART (2),LR,F-SCORE,0.6036717414086651,0.6691874316258947,0.6680600717263449,0.6704043790742688
HEART (2),LR,G-MEAN,0.6811771819582008,0.7427312322936072,0.741453394016946,0.7436526270206598
HEART (2),KNN,AUC,0.7296322567089989,0.7170434497942956,0.7267296002363196,0.7365611886449744
HEART (2),KNN,F-SCORE,0.5648895212383811,0.575379990971458,0.584227700988664,0.5904830986322941
HEART (2),KNN,G-MEAN,0.6542589406704147,0.6596101274755272,0.6679574152967133,0.6757396442024053
HEART (2),DT,AUC,0.7928935485864018,0.7939684706148942,0.7831610594670053,0.7949641602529122
HEART (2),DT,F-SCORE,0.6255611384055108,0.6551706332957369,0.6475372398337734,0.6555301808799174
HEART (2),DT,G-MEAN,0.7040333517547858,0.7217727829283213,0.7131972256796201,0.7292953196211815
HEART (2),GBC,AUC,0.8345960525558871,0.834289015070754,0.8322600880584058,0.8365873020907225
HEART (2),GBC,F-SCORE,0.6346806441671128,0.6806575349990188,0.6935837502593629,0.6924627889654907
HEART (2),GBC,G-MEAN,0.7125330104794978,0.7536352014791531,0.7643322390870483,0.7631250124807453
HABERMAN,LR,AUC,0.961696188633794,0.9628850804580722,0.9639451347343664,0.9695577646726852
HABERMAN,LR,F-SCORE,0.0,0.4504054530742713,0.5099842767295598,0.4871331236897276
HABERMAN,LR,G-MEAN,0.0,0.8984164457591043,0.8632554504308102,0.9120286869524336
HABERMAN,KNN,AUC,0.8958018193258453,0.9172386237096124,0.8947055461339027,0.942418818733086
HABERMAN,KNN,F-SCORE,0.6851415094339622,0.4459071850581284,0.6745283018867924,0.661635220125786
HABERMAN,KNN,G-MEAN,0.8890284911686702,0.8523273956494307,0.8882834432158374,0.8864901972874432
HABERMAN,DT,AUC,0.9653084040667452,0.9695559892356436,0.9653127834781144,0.9697057177594836
HABERMAN,DT,F-SCORE,0.6888102725366876,0.5404874213836478,0.719077568134172,0.7359800838574423
HABERMAN,DT,G-MEAN,0.8892633055182223,0.9093005001589098,0.8912187678323814,0.9126767797108364
HABERMAN,GBC,AUC,0.974702448588078,0.9745238100310774,0.9709542050871242,0.9778977026318132
HABERMAN,GBC,F-SCORE,0.6923480083857442,0.4896180170181279,0.7359800838574423,0.7359800838574423
HABERMAN,GBC,G-MEAN,0.8646943071556658,0.8618676282928771,0.8922997796922392,0.8922997796922392
LIVER (2),LR,AUC,0.7332892416225749,0.7468400940623163,0.7405055849500295,0.7529247501469724
LIVER (2),LR,F-SCORE,0.0496031746031746,0.4073501362453175,0.40050913916460135,0.4341035455881394
LIVER (2),LR,G-MEAN,0.08673860481880953,0.6947941630986469,0.687140050737126,0.7113260863411227
LIVER (2),KNN,AUC,0.6950396825396825,0.6811875367430923,0.7404614932392711,0.7605085243974132
LIVER (2),KNN,F-SCORE,0.2219387755102041,0.337792595670747,0.3658922163520322,0.3780756436337204
LIVER (2),KNN,G-MEAN,0.3397233570530028,0.6397772218344454,0.6900865056384137,0.7041982138408317
LIVER (2),DT,AUC,0.5743386243386244,0.6381907701352146,0.6808568489124044,0.7697016460905349
LIVER (2),DT,F-SCORE,0.1072845804988662,0.32391113674530553,0.3581773216245426,0.4561208998337359
LIVER (2),DT,G-MEAN,0.19701328848465915,0.6045227337359185,0.6517967355206334,0.7394203327787764
LIVER (2),GBC,AUC,0.6559450323339212,0.6297619047619049,0.7211713697824808,0.7737654320987654
LIVER (2),GBC,F-SCORE,0.1971861471861472,0.3523200013248664,0.4232128839621837,0.4825693748466367
LIVER (2),GBC,G-MEAN,0.3098615054114438,0.6029360772821594,0.6570867023408199,0.7410031275972263
WINE (2),LR,AUC,0.8484110956750848,0.8138391757030607,0.8126508897668641,0.8299893759398751
WINE (2),LR,F-SCORE,0.036410196717495055,0.07712285652065361,0.07863746990083932,0.07954634117033083
WINE (2),LR,G-MEAN,0.06332653342513887,0.7255490021387545,0.7169832621404931,0.7513965833364896
WINE (2),KNN,AUC,0.5416899492177193,0.5420644910563276,0.6658244843359182,0.7219652953201345
WINE (2),KNN,F-SCORE,0.0,0.04772648651077116,0.06598115858363159,0.1216606033507442
WINE (2),KNN,G-MEAN,0.0,0.1546985819019888,0.5346259118597437,0.541117853541072
WINE (2),DT,AUC,0.7525203798001511,0.6591095339634201,0.7258170369080998,0.8530960247677113
WINE (2),DT,F-SCORE,0.19044997256264865,0.11040967507670683,0.10908823684083063,0.22491006260858906
WINE (2),DT,G-MEAN,0.352329407031366,0.6934863687045735,0.7221087206536964,0.8269480156541142
WINE (2),GBC,AUC,0.8379006633890693,0.7810193693184297,0.7945815832852924,0.8785785482839836
WINE (2),GBC,F-SCORE,0.16457696835889438,0.13951890627143376,0.1788630297310587,0.2952747246258428
WINE (2),GBC,G-MEAN,0.3029602625798912,0.5505669487815158,0.6644635457045752,0.8210675941939295
VEHICLE,LR,AUC,0.7106896551724139,0.7094827586206897,0.7118390804597702,0.7137356321839081
VEHICLE,LR,F-SCORE,0.5704252610134963,0.6146988351106496,0.6251527709893983,0.6359743056255261
VEHICLE,LR,G-MEAN,0.6332654740567595,0.6436926629498995,0.6534613046065739,0.6639929179641121
VEHICLE,KNN,AUC,0.6933620689655172,0.6854022988505747,0.6958045977011494,0.6963505747126435
VEHICLE,KNN,F-SCORE,0.5794694300935578,0.6015950168492604,0.6171251187975685,0.6150498771767262
VEHICLE,KNN,G-MEAN,0.6418976394090603,0.6444841090798409,0.6558155123313854,0.6575089910399178
VEHICLE,DT,AUC,0.6630172413793103,0.6374425287356322,0.6689942528735632,0.6855747126436782
VEHICLE,DT,F-SCORE,0.6013219191559651,0.5763788511940006,0.5806074288933584,0.6208227299399655
VEHICLE,DT,G-MEAN,0.6511600556313053,0.6284257230982692,0.6293634511562752,0.6640189481154853
VEHICLE,GBC,AUC,0.7587931034482759,0.7499712643678161,0.7638505747126437,0.7685919540229884
VEHICLE,GBC,F-SCORE,0.6474000952607764,0.6375041086771592,0.6634850155272414,0.6869951356579219
VEHICLE,GBC,G-MEAN,0.699404949818696,0.6843293396090964,0.7044692997747067,0.7282266883344882
PIMA (2),LR,AUC,1.0,1.0,1.0,1.0
PIMA (2),LR,F-SCORE,0.9604060913705584,0.971718636693256,0.9378024870410656,0.971718636693256
PIMA (2),LR,G-MEAN,0.9636719119603112,0.997231058833236,0.9720656869207036,0.997231058833236
PIMA (2),KNN,AUC,0.9040468133107727,0.9049633389734912,0.9900122203421696,0.9886256815190824
PIMA (2),KNN,F-SCORE,0.6740391588107325,0.7636612682297962,0.8937555394408186,0.9040824000214864
PIMA (2),KNN,G-MEAN,0.6911557190343803,0.8460977545602262,0.96349623392074,0.9429930962804516
PIMA (2),DT,AUC,0.9717992103778906,0.9388042865200228,0.9388042865200228,0.9935138183869148
PIMA (2),DT,F-SCORE,0.9484328418338572,0.9088389332044156,0.9088389332044156,0.9487981092042004
PIMA (2),DT,G-MEAN,0.9699570966431894,0.9336290086035008,0.9336290086035008,0.9915848889301204
PIMA (2),GBC,AUC,0.9746192893401014,0.9961693927429968,0.9985899605188946,1.0
PIMA (2),GBC,F-SCORE,0.9709934735315444,0.9088389332044156,0.9126097816453148,0.9548142776569172
PIMA (2),GBC,G-MEAN,0.9727970363014088,0.9336290086035008,0.9448153908944756,0.9943774962607028
HEART (3),LR,AUC,1.0,1.0,1.0,1.0
HEART (3),LR,F-SCORE,1.0,1.0,1.0,1.0
HEART (3),LR,G-MEAN,1.0,1.0,1.0,1.0
HEART (3),KNN,AUC,1.0,1.0,1.0,1.0
HEART (3),KNN,F-SCORE,1.0,1.0,1.0,1.0
HEART (3),KNN,G-MEAN,1.0,1.0,1.0,1.0
HEART (3),DT,AUC,1.0,1.0,1.0,1.0
HEART (3),DT,F-SCORE,1.0,1.0,1.0,1.0
HEART (3),DT,G-MEAN,1.0,1.0,1.0,1.0
HEART (3),GBC,AUC,1.0,1.0,1.0,1.0
HEART (3),GBC,F-SCORE,1.0,1.0,1.0,1.0
HEART (3),GBC,G-MEAN,1.0,1.0,1.0,1.0
BREAST TISSUE (2),LR,AUC,0.9255655212325792,0.9506471132611742,0.9511661091818026,0.9532779018508156
BREAST TISSUE (2),LR,F-SCORE,0.47485975834822,0.5553178147465141,0.5501846694150355,0.5902128779378512
BREAST TISSUE (2),LR,G-MEAN,0.5798004577846138,0.8918827653655098,0.8893602981775768,0.9088043546076032
BREAST TISSUE (2),KNN,AUC,0.8986002048917955,0.8965910366333499,0.9315371169188912,0.9412945697291936
BREAST TISSUE (2),KNN,F-SCORE,0.7093004436781692,0.6871801456527541,0.6626632531475273,0.7091701699369519
BREAST TISSUE (2),KNN,G-MEAN,0.7943560774960354,0.8583615384364967,0.8827811660356407,0.8845696202022024
BREAST TISSUE (2),DT,AUC,0.9097787698277898,0.9333921082452156,0.9404379330076208,0.9560682643117429
BREAST TISSUE (2),DT,F-SCORE,0.7687899316717681,0.7205461299726807,0.6974453949269673,0.7472688876773647
BREAST TISSUE (2),DT,G-MEAN,0.8587783868915796,0.9022729063966352,0.9228235207137464,0.9341931867708771
BREAST TISSUE (2),GBC,AUC,0.987651704166028,0.9845268814043128,0.9867996680995142,0.9894994749837476
BREAST TISSUE (2),GBC,F-SCORE,0.8006474158021085,0.8010919745380107,0.7838852636968131,0.8266935991879096
BREAST TISSUE (2),GBC,G-MEAN,0.8791896481259412,0.9403972336013708,0.9424291576495659,0.9551156775570824
IRIS (2),LR,AUC,0.770323884251202,0.770668515186376,0.7751565833849542,0.7765464145600425
IRIS (2),LR,F-SCORE,0.06786427145708583,0.3540863890158973,0.3604829757209209,0.36830041067972535
IRIS (2),LR,G-MEAN,0.0910494745329256,0.6649288502473211,0.6720353305629674,0.6804151974249514
IRIS (2),KNN,AUC,0.7869848972006727,0.7774197909599521,0.8006595184016204,0.8227468707904388
IRIS (2),KNN,F-SCORE,0.4554890219560878,0.4652874423920567,0.4556529797547762,0.488356620093147
IRIS (2),KNN,G-MEAN,0.5938479722171193,0.7489512839461717,0.7398533275883276,0.755316303308045
IRIS (2),DT,AUC,0.669144469681327,0.6815079201203504,0.7320344532609657,0.7358162984376077
IRIS (2),DT,F-SCORE,0.2601515583551512,0.3827002671314048,0.41757746578105853,0.4301574894389266
IRIS (2),DT,G-MEAN,0.459211232996624,0.6597064886753254,0.7129567544966074,0.7127007979693921
IRIS (2),GBC,AUC,0.8011199276324198,0.8023996342290788,0.8101181872707786,0.8510987876463821
IRIS (2),GBC,F-SCORE,0.3301523936254476,0.4042375566327662,0.42754548622812094,0.4766043670235287
IRIS (2),GBC,G-MEAN,0.4540439174001168,0.5817851599321848,0.6203049924645015,0.6698019921115203
GLASS (2),LR,AUC,0.7620669815487577,0.7683509115431538,0.7667256207739115,0.7712957776221887
GLASS (2),LR,F-SCORE,0.06132955880344145,0.4274546074860351,0.4247616234594762,0.4391370469678239
GLASS (2),LR,G-MEAN,0.15971756217866367,0.6853067681345761,0.6851377986329471,0.694928710628704
GLASS (2),KNN,AUC,0.6864275070385789,0.6667531827761605,0.6890635774598115,0.7206809067521066
GLASS (2),KNN,F-SCORE,0.33303872928382056,0.3724188328857164,0.3913677866852406,0.4270108288000141
GLASS (2),KNN,G-MEAN,0.4992248350929003,0.6282309783999216,0.6473789996166833,0.6570364545186324
GLASS (2),DT,AUC,0.7126526539168911,0.7287188944203145,0.7328593093150158,0.733395712916172
GLASS (2),DT,F-SCORE,0.2265900174664576,0.4270835014415376,0.4525610230154933,0.4501446725429168
GLASS (2),DT,G-MEAN,0.3931348815602253,0.6655592399608222,0.6855128343714502,0.6915692903997402
GLASS (2),GBC,AUC,0.7800083821513235,0.7737619253186185,0.7582290354458913,0.7894985515113064
GLASS (2),GBC,F-SCORE,0.34379305097570856,0.4410461534042589,0.4549391330060241,0.4574629010546363
GLASS (2),GBC,G-MEAN,0.4857271122252425,0.6807243098426109,0.6770264423489515,0.6894479903846434
LIVER (3),LR,AUC,0.7556280960645113,0.7641479115594606,0.7622933292024215,0.7652090479621642
LIVER (3),LR,F-SCORE,0.0,0.3516951143602633,0.3444887765900456,0.3626284535221576
LIVER (3),LR,G-MEAN,0.0,0.6974549344258129,0.6893020895516192,0.7061613652986346
LIVER (3),KNN,AUC,0.6767881605023697,0.6823958811720289,0.703593499899397,0.7272629415498201
LIVER (3),KNN,F-SCORE,0.18512787485999446,0.3159593756927205,0.3291607825542409,0.3493032045781171
LIVER (3),KNN,G-MEAN,0.3535323565865453,0.6325723108457079,0.6523343987086514,0.6665420271079882
LIVER (3),DT,AUC,0.6893947679981035,0.7043856263615779,0.733537452354884,0.7375975581343397
LIVER (3),DT,F-SCORE,0.16710283098655668,0.330990675149442,0.3843159479985443,0.38110395932664587
LIVER (3),DT,G-MEAN,0.3275324884428445,0.653942593614051,0.6846432566729953,0.6867086254928984
LIVER (3),GBC,AUC,0.7577570662060978,0.7568919218900659,0.7465862789172756,0.7674951123737008
LIVER (3),GBC,F-SCORE,0.16790809641635746,0.3636810703596059,0.3774900928685368,0.40129935764617597
LIVER (3),GBC,G-MEAN,0.33400989416311483,0.6853165657664718,0.6608116675375877,0.6837375077766151
WINE (3),LR,AUC,0.9346353283553844,0.9381188737885604,0.9374944822737546,0.939039041694982
WINE (3),LR,F-SCORE,0.0,0.26302594523622946,0.28667065359039906,0.2724151385612488
WINE (3),LR,G-MEAN,0.0,0.8677186737462018,0.8740034056732945,0.8706337713067654
WINE (3),KNN,AUC,0.9039241445745891,0.8997340545158322,0.8895957292174783,0.909133383729702
WINE (3),KNN,F-SCORE,0.5977891156462584,0.5210146620713826,0.3846767411814979,0.4873615598823615
WINE (3),KNN,G-MEAN,0.7307510878070979,0.8432670938569808,0.8452259447612563,0.8729593942109615
WINE (3),DT,AUC,0.8322344458852085,0.8244464925929803,0.8063879424861146,0.8993408674656668
WINE (3),DT,F-SCORE,0.5451112230087971,0.410254423255874,0.3689041976190601,0.4973918042222951
WINE (3),DT,G-MEAN,0.7122711040803716,0.8216266462128415,0.8077048435518162,0.8836017656253844
WINE (3),GBC,AUC,0.9129951132736001,0.9104157867364484,0.9085425250891812,0.9394007528381629
WINE (3),GBC,F-SCORE,0.4806571685277885,0.51696989269825,0.5036405388337869,0.5707838529703125
WINE (3),GBC,G-MEAN,0.6606033781327718,0.8091389011552631,0.82176421706132,0.8556628236151166
YEAST 1 (2),LR,AUC,0.9946981857094216,0.9945011916922032,0.9945271332911784,0.9956028989736856
YEAST 1 (2),LR,F-SCORE,0.9273712501893628,0.9432301658610124,0.9389511686852052,0.952473956705953
YEAST 1 (2),LR,G-MEAN,0.9375936796260048,0.95332248882133,0.950324032923258,0.9652961773254336
YEAST 1 (2),KNN,AUC,0.8413954958898779,0.8513988196572466,0.8494892747701736,0.8461894223130177
YEAST 1 (2),KNN,F-SCORE,0.6739612763648725,0.711160174681298,0.7076197376638707,0.718589175464457
YEAST 1 (2),KNN,G-MEAN,0.7232126022586952,0.7490934276223067,0.7484548417667994,0.7566937597801039
YEAST 1 (2),DT,AUC,0.9200354264961006,0.9177910728472526,0.9291741654101204,0.9495383206057364
YEAST 1 (2),DT,F-SCORE,0.8958637363017177,0.8966380202697709,0.914898805203628,0.9397703601604732
YEAST 1 (2),DT,G-MEAN,0.91178685084738,0.9131651137570244,0.928660072687434,0.9465524061451076
YEAST 1 (2),GBC,AUC,0.9735971269679136,0.9867584350730421,0.9856097086434163,0.994691700309678
YEAST 1 (2),GBC,F-SCORE,0.9393952004438896,0.9242844911293834,0.9298410311174806,0.9503667444444336
YEAST 1 (2),GBC,G-MEAN,0.9476694906050837,0.9341220150794144,0.9412014335402152,0.957976450841294
NEW THYROID 1,LR,AUC,0.9513640132669984,0.9497719734660034,0.9532476506357104,0.9543490878938641
NEW THYROID 1,LR,F-SCORE,0.5257142857142857,0.7116413216413214,0.7466992575325908,0.7466705516705517
NEW THYROID 1,LR,G-MEAN,0.5977121977951856,0.8942171057941014,0.8989436699619993,0.9168859469783284
NEW THYROID 1,KNN,AUC,0.9465714320554092,0.9483624768315287,0.9692572879068708,0.969357806555458
NEW THYROID 1,KNN,F-SCORE,0.7433531746031745,0.7857407407407407,0.7761266511266509,0.8101515151515151
NEW THYROID 1,KNN,G-MEAN,0.7750840413980785,0.9019705086625288,0.9404019838931322,0.9046899349671216
