Dataset,Classifier,Metric,NO OVERSAMPLING,SMOTE,K-MEANS SMOTE
YEAST 4 (2),KNN,GEOMETRIC MEAN SCORE,0.23471840728145796,0.8535237239892708,0.6542732711121091
YEAST 4 (2),DT,ROC AUC,0.8175606215020068,0.8173311656933991,0.8440900430257852
YEAST 4 (2),DT,F1,0.20523372375224228,0.2870864010899284,0.3682979750678784
YEAST 4 (2),DT,GEOMETRIC MEAN SCORE,0.31468645202807827,0.7508146114291276,0.8230236969457029
YEAST 4 (2),GBC,ROC AUC,0.8999717476314939,0.9105029854038327,0.9309008688202403
YEAST 4 (2),GBC,F1,0.34904631262655955,0.4284668359965074,0.4280070815794182
YEAST 4 (2),GBC,GEOMETRIC MEAN SCORE,0.5331768079142343,0.7802927517709155,0.7354840989939267
HEART (2),LR,ROC AUC,0.8793333333333333,0.8825,0.8983333333333332
HEART (2),LR,F1,0.7431754617109309,0.7404886287865011,0.7784996593680427
HEART (2),LR,GEOMETRIC MEAN SCORE,0.8035738276853687,0.8250667416773516,0.8512815025320388
HEART (2),KNN,ROC AUC,0.6438333333333334,0.6334166666666667,0.6673333333333333
HEART (2),KNN,F1,0.4005847953216374,0.452787984486421,0.4890943096859407
HEART (2),KNN,GEOMETRIC MEAN SCORE,0.5396429695765379,0.5934841975714995,0.6209198654459859
HEART (2),DT,ROC AUC,0.8214166666666667,0.7999166666666666,0.8467500000000001
HEART (2),DT,F1,0.7130245544879692,0.6559579520677918,0.7033606155393182
HEART (2),DT,GEOMETRIC MEAN SCORE,0.792841501537719,0.7466128600397037,0.7899565431199769
HEART (2),GBC,ROC AUC,0.8836666666666668,0.8851666666666667,0.8855
HEART (2),GBC,F1,0.7042039580059666,0.7381509328877749,0.7510359405096247
HEART (2),GBC,GEOMETRIC MEAN SCORE,0.7715940666111682,0.8013939033762907,0.8106063347467947
WINE (3),LR,ROC AUC,0.9810531135531135,0.9810531135531135,0.9861981074481074
WINE (3),LR,F1,0.7848055790363483,0.8113369963369965,0.8435714285714285
WINE (3),LR,GEOMETRIC MEAN SCORE,0.8451225340799952,0.8786078459772386,0.8958432284473328
WINE (3),KNN,ROC AUC,0.7789819902319903,0.8243337912087912,0.7850511294261294
WINE (3),KNN,F1,0.5203155818540434,0.5269873779471302,0.5405522682445759
WINE (3),KNN,GEOMETRIC MEAN SCORE,0.6605143407549879,0.7385062601753934,0.7490890148028311
WINE (3),DT,ROC AUC,0.9166880341880341,0.874059829059829,0.9213461538461538
WINE (3),DT,F1,0.8755586080586081,0.8103840352709131,0.8946520146520147
WINE (3),DT,GEOMETRIC MEAN SCORE,0.9119946948644875,0.8685560586913639,0.9164034170970343
WINE (3),GBC,ROC AUC,0.9982371794871796,0.9870795177045177,0.9976495726495727
WINE (3),GBC,F1,0.8936263736263736,0.8361904761904762,0.9206868131868133
WINE (3),GBC,GEOMETRIC MEAN SCORE,0.907259638877171,0.8865680664744569,0.9476470638528264
LIVER (3),LR,ROC AUC,0.6734674546986475,0.700497295870355,0.7006625140426899
LIVER (3),LR,F1,0.22560280221570544,0.42651197154878784,0.4292736304292728
LIVER (3),LR,GEOMETRIC MEAN SCORE,0.37327852174210896,0.6552183324674041,0.657016980627871
LIVER (3),KNN,ROC AUC,0.6345842497556207,0.6222111240899608,0.6681157024171663
LIVER (3),KNN,F1,0.27738269794721404,0.38459166054022964,0.42967992765849305
LIVER (3),KNN,GEOMETRIC MEAN SCORE,0.4338030073377885,0.6098558409267423,0.6357277102851128
LIVER (3),DT,ROC AUC,0.5831748971418567,0.6024968175982259,0.6153971425405962
LIVER (3),DT,F1,0.28608476519708653,0.33511675289391685,0.3684696152261062
LIVER (3),DT,GEOMETRIC MEAN SCORE,0.4686420952609678,0.5519601896976436,0.5622977796267723
LIVER (3),GBC,ROC AUC,0.7004042858471572,0.6918689634671219,0.7293273825155746
LIVER (3),GBC,F1,0.32945751069874496,0.3406835740114977,0.397075765790187
LIVER (3),GBC,GEOMETRIC MEAN SCORE,0.4834571417618021,0.5283029933142307,0.5705309120732209
LIVER,LR,ROC AUC,0.7225547951271044,0.7217000170960957,0.7243968810460883
LIVER,LR,F1,0.5845529464782357,0.6417551938435144,0.6445178840964547
LIVER,LR,GEOMETRIC MEAN SCORE,0.6493043579716353,0.6808485047799856,0.6860385683815002
LIVER,KNN,ROC AUC,0.6835694848603906,0.6787430052989871,0.6963066597452896
LIVER,KNN,F1,0.5941775044893074,0.6210990181182756,0.6303695064691128
LIVER,KNN,GEOMETRIC MEAN SCORE,0.6560550277425641,0.6635784671486277,0.6773291929045389
LIVER,DT,ROC AUC,0.6832250179288282,0.6760325751689777,0.7106671263917834
LIVER,DT,F1,0.5709690599682274,0.5779492475467971,0.6144914725335835
LIVER,DT,GEOMETRIC MEAN SCORE,0.6333928643050919,0.6274240764677188,0.6579538027891904
LIVER,GBC,ROC AUC,0.7682579722251317,0.7639495604644626,0.7799654292330662
LIVER,GBC,F1,0.6693062559629275,0.6341919474183352,0.675707791939676
LIVER,GBC,GEOMETRIC MEAN SCORE,0.7173193269296199,0.684231842446001,0.7196791392155644
VOWEL (3),LR,ROC AUC,0.9593534723023104,0.9842982294910236,0.9861357302118172
VOWEL (3),LR,F1,0.6111709770114943,0.5257496074069228,0.6111709770114943
VOWEL (3),LR,GEOMETRIC MEAN SCORE,0.6815443452600126,0.8992307656874392,0.9075720349975764
VOWEL (3),KNN,ROC AUC,0.945488085284281,0.9663684984430863,0.9482720779033561
VOWEL (3),KNN,F1,0.49824744221295947,0.9454779189352692,0.9042427315753889
VOWEL (3),KNN,GEOMETRIC MEAN SCORE,0.5760277537377502,0.9617332410644899,0.9275014076439492
VOWEL (3),DT,ROC AUC,0.8785071827067235,0.9460471627167184,0.9091320025083611
VOWEL (3),DT,F1,0.7733684966727163,0.6840834273485137,0.7610811203601688
VOWEL (3),DT,GEOMETRIC MEAN SCORE,0.8588717474745653,0.9436029058647977,0.9042614996775902
VOWEL (3),GBC,ROC AUC,0.9931513209741283,0.9987750836120401,0.9974387625898589
VOWEL (3),GBC,F1,0.7909553189091728,0.8624803466773108,0.8903926297530507
VOWEL (3),GBC,GEOMETRIC MEAN SCORE,0.8343938345554863,0.9768699240544931,0.9200390234789855
DERMATOLOGY,LR,ROC AUC,1.0,1.0,1.0
DERMATOLOGY,LR,F1,0.9746454662655779,0.9746454662655779,0.9746454662655779
DERMATOLOGY,LR,GEOMETRIC MEAN SCORE,0.9985252322510834,0.9985252322510834,0.9985252322510834
DERMATOLOGY,KNN,ROC AUC,0.9751765747456841,0.9699363121428924,0.9751765747456841
DERMATOLOGY,KNN,F1,0.9076063601203266,0.8691141260973663,0.9076063601203266
DERMATOLOGY,KNN,GEOMETRIC MEAN SCORE,0.9709019108491093,0.9680318899607596,0.9709019108491093
DERMATOLOGY,DT,ROC AUC,0.9590781534347066,0.9985168339348396,0.9985168339348396
DERMATOLOGY,DT,F1,0.9347970465288901,0.9776536312849162,0.9776536312849162
DERMATOLOGY,DT,GEOMETRIC MEAN SCORE,0.9573626319298281,0.9985135379939739,0.9985135379939739
DERMATOLOGY,GBC,ROC AUC,0.9985168339348396,0.9985168339348396,0.9985168339348396
DERMATOLOGY,GBC,F1,0.9776536312849162,0.9776536312849162,0.9776536312849162
DERMATOLOGY,GBC,GEOMETRIC MEAN SCORE,0.9985135379939739,0.9985135379939739,0.9985135379939739
WINE,LR,ROC AUC,0.9847846441947565,0.986150124843945,0.986150124843945
WINE,LR,F1,0.9222589410295954,0.9350737417017598,0.9341577671047887
WINE,LR,GEOMETRIC MEAN SCORE,0.933195415444482,0.9477980581840952,0.9463755907451232
WINE,KNN,ROC AUC,0.8701885162956243,0.8606460480300246,0.876795237513667
WINE,KNN,F1,0.729085010016549,0.7243900084340964,0.7371470502297661
WINE,KNN,GEOMETRIC MEAN SCORE,0.7710170187973784,0.7646445938508173,0.7781022045868117
WINE,DT,ROC AUC,0.933248423942122,0.9285935282759905,0.9414413078372532
WINE,DT,F1,0.920831155634155,0.9142206462902255,0.9314113969681536
WINE,DT,GEOMETRIC MEAN SCORE,0.9317752448863756,0.9272576715721372,0.9405538922127687
WINE,GBC,ROC AUC,0.9890761548064918,0.9873924577973185,0.9893175310752863
WINE,GBC,F1,0.9360921514194969,0.938460528768953,0.9435670826486653
WINE,GBC,GEOMETRIC MEAN SCORE,0.9454339075793281,0.9460420709793609,0.950014914853556
MANDELON 1 (2),LR,ROC AUC,0.8486157317150077,0.8339367780974791,0.8486157317150077
MANDELON 1 (2),LR,F1,0.07606873862918659,0.11955173744759799,0.17550682654815877
MANDELON 1 (2),LR,GEOMETRIC MEAN SCORE,0.16427080598343133,0.7598091812467547,0.7636855468800134
MANDELON 1 (2),KNN,ROC AUC,0.5246024228842581,0.6051623311663332,0.5283209428417819
MANDELON 1 (2),KNN,F1,0.0,0.07629110580923756,0.05185373716806651
MANDELON 1 (2),KNN,GEOMETRIC MEAN SCORE,0.0,0.5178340047468019,0.20266841222727264
MANDELON 1 (2),DT,ROC AUC,0.771351364127788,0.6975086417595577,0.8087025201559429
MANDELON 1 (2),DT,F1,0.2638828872126149,0.13216412944968042,0.2687449797695225
MANDELON 1 (2),DT,GEOMETRIC MEAN SCORE,0.4498894124698053,0.7053527792012327,0.713872075264453
MANDELON 1 (2),GBC,ROC AUC,0.8321526491538511,0.8130137139697662,0.8264584870502975
MANDELON 1 (2),GBC,F1,0.31901617862721565,0.2033506530165288,0.3669320313672031
MANDELON 1 (2),GBC,GEOMETRIC MEAN SCORE,0.4780844346194646,0.645782352095394,0.6484765404691747
YEAST 5 (2),LR,ROC AUC,0.9858362240244934,0.9872446216858837,0.9875291104814018
YEAST 5 (2),LR,F1,0.0,0.3204011886479357,0.363285218205539
YEAST 5 (2),LR,GEOMETRIC MEAN SCORE,0.0,0.9660708284857217,0.9702048600614326
YEAST 5 (2),KNN,ROC AUC,0.9697265243306626,0.9908252617907629,0.9785945846361801
YEAST 5 (2),KNN,F1,0.40164413789584785,0.5488039846688839,0.5589708009608652
YEAST 5 (2),KNN,GEOMETRIC MEAN SCORE,0.5902757814013262,0.9519696511542801,0.8979958495844315
YEAST 5 (2),DT,ROC AUC,0.8777080381571234,0.9349796023060388,0.9413007499511431
YEAST 5 (2),DT,F1,0.4953127580861706,0.44361092730305773,0.5411802201603607
YEAST 5 (2),DT,GEOMETRIC MEAN SCORE,0.758904477510528,0.8234037744145986,0.9376184665681996
YEAST 5 (2),GBC,ROC AUC,0.9798505594098104,0.9848638728747313,0.9840832844765814
YEAST 5 (2),GBC,F1,0.3524564224300685,0.5309212329145582,0.5111263109895121
YEAST 5 (2),GBC,GEOMETRIC MEAN SCORE,0.577026673786921,0.7836449049931117,0.7649445068135031
NEW THYROID 1 (2),LR,ROC AUC,1.0,1.0,1.0
NEW THYROID 1 (2),LR,F1,0.9329949238578681,0.9437719640765325,0.9742288168684107
NEW THYROID 1 (2),LR,GEOMETRIC MEAN SCORE,0.9385216971636037,0.9680059409157348,0.9971963910397535
NEW THYROID 1 (2),KNN,ROC AUC,0.8439932318104906,0.9695431472081217,0.8455583756345177
NEW THYROID 1 (2),KNN,F1,0.6425875309124041,0.8473351803301041,0.6877670552797457
NEW THYROID 1 (2),KNN,GEOMETRIC MEAN SCORE,0.7166782756377709,0.9393109390884613,0.8127404700171186
NEW THYROID 1 (2),DT,ROC AUC,0.8230329949238577,0.8763959390862944,0.928849407783418
NEW THYROID 1 (2),DT,F1,0.6356494605225569,0.6962126705781528,0.8033961808073482
NEW THYROID 1 (2),DT,GEOMETRIC MEAN SCORE,0.8001961819606298,0.8265189463788603,0.9240940037611276
NEW THYROID 1 (2),GBC,ROC AUC,0.8967005076142134,0.9854483925549916,0.9926184433164129
NEW THYROID 1 (2),GBC,F1,0.7508785630613041,0.7562034412288219,0.8158348983222079
NEW THYROID 1 (2),GBC,GEOMETRIC MEAN SCORE,0.8547615662411563,0.8707954348633746,0.9230543641470945
YEAST 3 (3),LR,ROC AUC,0.9679957609490077,0.9719696351267779,0.97175934858792
YEAST 3 (3),LR,F1,0.0,0.46227813293591724,0.5102432558468732
YEAST 3 (3),LR,GEOMETRIC MEAN SCORE,0.0,0.9155820211701229,0.9187985668777334
YEAST 3 (3),KNN,ROC AUC,0.9201778414947247,0.9356120837315642,0.924099210097262
YEAST 3 (3),KNN,F1,0.5921689149560118,0.5995991795726555,0.651555422587613
YEAST 3 (3),KNN,GEOMETRIC MEAN SCORE,0.7133898834929814,0.9178048227163969,0.883555439830567
YEAST 3 (3),DT,ROC AUC,0.9281896591143344,0.9371483686587583,0.9317437379359457
YEAST 3 (3),DT,F1,0.620544850498339,0.5753940736746316,0.6484785612219759
YEAST 3 (3),DT,GEOMETRIC MEAN SCORE,0.7691753134023465,0.9255855224067154,0.9338896481406987
YEAST 3 (3),GBC,ROC AUC,0.9676166376192349,0.9684787410280916,0.9755968497591875
YEAST 3 (3),GBC,F1,0.6221126265955534,0.6228048574801821,0.6593746985168385
YEAST 3 (3),GBC,GEOMETRIC MEAN SCORE,0.7861808236319192,0.8870305425292923,0.8844834073137408
PIMA (3),LR,ROC AUC,0.7991858130611948,0.8288962694132482,0.8295198731700828
PIMA (3),LR,F1,0.2338171828752718,0.5043271494001145,0.4902873567788387
PIMA (3),LR,GEOMETRIC MEAN SCORE,0.36319380072715374,0.7663477193599495,0.7646583473705942
PIMA (3),KNN,ROC AUC,0.6967160302422624,0.7210984285082669,0.7011129231892731
PIMA (3),KNN,F1,0.2713973145498569,0.37733407276996234,0.39656300031743275
PIMA (3),KNN,GEOMETRIC MEAN SCORE,0.4523604249463112,0.6659303163396704,0.6486408695582239
PIMA (3),DT,ROC AUC,0.7383691471528012,0.7493833315251437,0.7639835933043323
PIMA (3),DT,F1,0.3873994179078924,0.4227928686168789,0.4491901157028764
PIMA (3),DT,GEOMETRIC MEAN SCORE,0.5250199685228717,0.6991893978220944,0.7237413155574223
PIMA (3),GBC,ROC AUC,0.8158147118970709,0.8137271978544371,0.8277556925891059
PIMA (3),GBC,F1,0.42488336823529127,0.4909529307951954,0.4767772078445005
PIMA (3),GBC,GEOMETRIC MEAN SCORE,0.5792724917073777,0.7142605042915713,0.6793666068201525
LIVER (2),LR,ROC AUC,0.6824774855668183,0.6823963197049512,0.6975729848418335
LIVER (2),LR,F1,0.30147633833592086,0.4804277505657106,0.5306238615664844
LIVER (2),LR,GEOMETRIC MEAN SCORE,0.44096905900731187,0.63587232592236,0.6808813983971576
LIVER (2),KNN,ROC AUC,0.6524757354603985,0.6369500363323756,0.6583619232547158
LIVER (2),KNN,F1,0.3661715023847377,0.4659205907496808,0.44667502828747285
LIVER (2),KNN,GEOMETRIC MEAN SCORE,0.5075559419121406,0.624191031348283,0.602529349144364
LIVER (2),DT,ROC AUC,0.6790618161698194,0.6809949874624206,0.6790618161698194
LIVER (2),DT,F1,0.4398865650342568,0.4872599243689731,0.4738625041664855
LIVER (2),DT,GEOMETRIC MEAN SCORE,0.5732311714851528,0.6369484623892905,0.611817493775877
LIVER (2),GBC,ROC AUC,0.719461578304999,0.7223832895183175,0.7388179215885812
LIVER (2),GBC,F1,0.48482859963207253,0.49375336082217003,0.5210307885295246
LIVER (2),GBC,GEOMETRIC MEAN SCORE,0.6071698246024025,0.6349551161028455,0.6462197674248448
MANDELON 2 (2),LR,ROC AUC,0.8274351740376161,0.8109079152811112,0.82862248637163
MANDELON 2 (2),LR,F1,0.15265764564599335,0.19614661610501152,0.19409847884880393
MANDELON 2 (2),LR,GEOMETRIC MEAN SCORE,0.38807767202660004,0.5869370992973131,0.586176348579995
MANDELON 2 (2),KNN,ROC AUC,0.5129081310197519,0.5130988179386393,0.5672557647889418
MANDELON 2 (2),KNN,F1,0.0,0.03473475943900882,0.03335529714907153
MANDELON 2 (2),KNN,GEOMETRIC MEAN SCORE,0.0,0.032180215639973704,0.23029474970149172
MANDELON 2 (2),DT,ROC AUC,0.8052375846773303,0.8461599208581402,0.8750298243674415
MANDELON 2 (2),DT,F1,0.6601212297642332,0.41296519211978866,0.6605750504111749
MANDELON 2 (2),DT,GEOMETRIC MEAN SCORE,0.738071284738756,0.8264322523300891,0.8632453290840283
MANDELON 2 (2),GBC,ROC AUC,0.8971657835964928,0.9182664191337537,0.9061382469618617
MANDELON 2 (2),GBC,F1,0.6459313420969341,0.8614660541649226,0.7899543903071918
MANDELON 2 (2),GBC,GEOMETRIC MEAN SCORE,0.762253235491312,0.8708775560317323,0.8525177371290558
LED (2),LR,ROC AUC,0.9677746819377647,0.9607952968923419,0.9677746819377647
LED (2),LR,F1,0.0,0.45467442190381613,0.6942806603773585
LED (2),LR,GEOMETRIC MEAN SCORE,0.0,0.8830903635974867,0.900397158209585
LED (2),KNN,ROC AUC,0.9027093738438773,0.9041463702881574,0.9121523281744565
LED (2),KNN,F1,0.6960090640029597,0.7021220634480208,0.6960090640029597
LED (2),KNN,GEOMETRIC MEAN SCORE,0.9003922486086194,0.9009662351145629,0.9003922486086194
LED (2),DT,ROC AUC,0.9757808967402474,0.9673645794795906,0.9757808967402474
LED (2),DT,F1,0.7228109940374092,0.7228109940374092,0.7631197418933269
LED (2),DT,GEOMETRIC MEAN SCORE,0.9015407243664846,0.899249185197698,0.9049494304341817
LED (2),GBC,ROC AUC,0.9739324490278292,0.9792698185144079,0.9741377250585769
LED (2),GBC,F1,0.6825022461814916,0.6825022461814916,0.6825022461814916
LED (2),GBC,GEOMETRIC MEAN SCORE,0.8365231453718921,0.8365231453718921,0.8365231453718921
MANDELON 1,LR,ROC AUC,0.8545650179097317,0.847608531388218,0.8545650179097317
MANDELON 1,LR,F1,0.13801623236990396,0.2275630779991612,0.3358877571510926
MANDELON 1,LR,GEOMETRIC MEAN SCORE,0.27529639169206005,0.7932187138165782,0.7840626419372156
MANDELON 1,KNN,ROC AUC,0.6446682117084698,0.7017876027241681,0.6503851391968056
MANDELON 1,KNN,F1,0.06358589981447124,0.1639097159118287,0.1763795588966985
MANDELON 1,KNN,GEOMETRIC MEAN SCORE,0.15198945944753428,0.6404971611106226,0.49868017226479694
MANDELON 1,DT,ROC AUC,0.8091301905821557,0.8322408227274356,0.8155685792181623
MANDELON 1,DT,F1,0.47349912114912107,0.35321219926734765,0.4744312889812889
MANDELON 1,DT,GEOMETRIC MEAN SCORE,0.6084665534367645,0.7928909595617457,0.7887177476607856
MANDELON 1,GBC,ROC AUC,0.8484818797531793,0.8411797391162879,0.8522597135563157
MANDELON 1,GBC,F1,0.48312573855389074,0.42780728395734635,0.4913013819607045
MANDELON 1,GBC,GEOMETRIC MEAN SCORE,0.621883714331789,0.7774173209734643,0.7618732864480815
PIMA,LR,ROC AUC,0.826119291153767,0.8317889554147113,0.8319510139824187
PIMA,LR,F1,0.6246224516705662,0.6879420537038881,0.6856586725631638
PIMA,LR,GEOMETRIC MEAN SCORE,0.6967029422867107,0.7598908004223238,0.7580175600953817
PIMA,KNN,ROC AUC,0.7383466951244329,0.7288121015460931,0.7478270421066664
PIMA,KNN,F1,0.5713877687714363,0.5894906531464132,0.6021647939853981
PIMA,KNN,GEOMETRIC MEAN SCORE,0.663551877736168,0.6682437172030371,0.6879683757921621
PIMA,DT,ROC AUC,0.766214464988386,0.761615530548659,0.8094395887000416
PIMA,DT,F1,0.5938932593962043,0.6406101954832708,0.6728914274290683
PIMA,DT,GEOMETRIC MEAN SCORE,0.6790494502427128,0.7173001195052009,0.7353380657434696
PIMA,GBC,ROC AUC,0.8215903537722751,0.8218256128120143,0.8308115421237419
PIMA,GBC,F1,0.6056643413169964,0.6651076249640773,0.6761693114685075
PIMA,GBC,GEOMETRIC MEAN SCORE,0.6872077391846627,0.7401869596252706,0.7486551383045414
PAGE BLOCKS 0,LR,ROC AUC,0.940606860369297,0.9554624591820954,0.9593588972413748
PAGE BLOCKS 0,LR,F1,0.6989433739464773,0.7175541906953411,0.7451821852256513
PAGE BLOCKS 0,LR,GEOMETRIC MEAN SCORE,0.7588488461174405,0.9017977594442189,0.9032520031999771
PAGE BLOCKS 0,KNN,ROC AUC,0.9410529379261983,0.9518398190056883,0.9410529379261983
PAGE BLOCKS 0,KNN,F1,0.7918246863929482,0.7911067235980217,0.8097586871422173
PAGE BLOCKS 0,KNN,GEOMETRIC MEAN SCORE,0.8531822440025351,0.9177568774457392,0.9169020298259851
PAGE BLOCKS 0,DT,ROC AUC,0.9335569009480709,0.9673891311277564,0.9476125696186758
PAGE BLOCKS 0,DT,F1,0.8476854090451416,0.8252029022310703,0.8571965910506969
PAGE BLOCKS 0,DT,GEOMETRIC MEAN SCORE,0.9051821824893265,0.9376542487017197,0.9356403752497315
PAGE BLOCKS 0,GBC,ROC AUC,0.9910014673217975,0.9911446833273105,0.9911007713222937
PAGE BLOCKS 0,GBC,F1,0.8708901344486188,0.8656266337118905,0.881470794370983
PAGE BLOCKS 0,GBC,GEOMETRIC MEAN SCORE,0.9192599021817045,0.9551914687139662,0.954625483114153
YEAST 1 (3),LR,ROC AUC,0.7552646732552072,0.7658821745419976,0.7690820925323021
YEAST 1 (3),LR,F1,0.0,0.3518810433562702,0.4060203215051398
YEAST 1 (3),LR,GEOMETRIC MEAN SCORE,0.0,0.69893433757617,0.7170220535037091
YEAST 1 (3),KNN,ROC AUC,0.6886057720740636,0.7095375401377149,0.695798614078027
YEAST 1 (3),KNN,F1,0.18333832962057506,0.3338173821477747,0.32242333208353663
YEAST 1 (3),KNN,GEOMETRIC MEAN SCORE,0.35543535552473715,0.6541189189034355,0.6346131431879358
YEAST 1 (3),DT,ROC AUC,0.6706370585064685,0.7228219681373265,0.7227781450716173
YEAST 1 (3),DT,F1,0.24000654334610763,0.3837482548483626,0.3558500758183214
YEAST 1 (3),DT,GEOMETRIC MEAN SCORE,0.4227768100927844,0.6849290455644714,0.6724605395284419
YEAST 1 (3),GBC,ROC AUC,0.7439324430045334,0.7382100842670931,0.7541381609439964
YEAST 1 (3),GBC,F1,0.201126993983752,0.35569502208128645,0.39182879678997695
YEAST 1 (3),GBC,GEOMETRIC MEAN SCORE,0.361499402868535,0.6337861287539641,0.6799621808072993
