Dataset,Oversampler,Classifier,Metric,Score
YEAST 3 (2),RANDOM OVERSAMPLING,GBC,mean_test_geometric_mean_score,0.8985979806994768
YEAST 3 (2),K-MEANS RANDOM OVERSAMPLING,LR,mean_test_roc_auc,0.9649951219915045
YEAST 3 (2),K-MEANS RANDOM OVERSAMPLING,LR,mean_test_f1,0.5970874781314648
YEAST 3 (2),K-MEANS RANDOM OVERSAMPLING,LR,mean_test_geometric_mean_score,0.8987458910704997
YEAST 3 (2),K-MEANS RANDOM OVERSAMPLING,KNN,mean_test_roc_auc,0.9205141111690429
YEAST 3 (2),K-MEANS RANDOM OVERSAMPLING,KNN,mean_test_f1,0.6709337727005813
YEAST 3 (2),K-MEANS RANDOM OVERSAMPLING,KNN,mean_test_geometric_mean_score,0.8918841131015586
YEAST 3 (2),K-MEANS RANDOM OVERSAMPLING,DT,mean_test_roc_auc,0.9402254229045038
YEAST 3 (2),K-MEANS RANDOM OVERSAMPLING,DT,mean_test_f1,0.7075683385122077
YEAST 3 (2),K-MEANS RANDOM OVERSAMPLING,DT,mean_test_geometric_mean_score,0.919962509063665
YEAST 3 (2),K-MEANS RANDOM OVERSAMPLING,GBC,mean_test_roc_auc,0.967365064514545
YEAST 3 (2),K-MEANS RANDOM OVERSAMPLING,GBC,mean_test_f1,0.7001709720640767
