Dataset,Classifier,Metric,NO OVERSAMPLING,G-SMOTE,K-MEANS G-SMOTE
YEAST 4 (2),KNN,F1,0.11418773270625122,0.3060539723795085,0.37632495989027903
YEAST 4 (2),KNN,GEOMETRIC MEAN SCORE,0.23471840728145796,0.8604713661497342,0.7167648073612731
YEAST 4 (2),DT,ROC AUC,0.8175606215020068,0.8849226759618158,0.8649353960834809
YEAST 4 (2),DT,F1,0.20523372375224228,0.3374859963864312,0.3682979750678784
YEAST 4 (2),DT,GEOMETRIC MEAN SCORE,0.31468645202807827,0.8204777334601703,0.828655918586336
YEAST 4 (2),GBC,ROC AUC,0.8999717476314939,0.9390796021997206,0.9301027442323462
YEAST 4 (2),GBC,F1,0.34904631262655955,0.41613816390317027,0.4756346981231466
YEAST 4 (2),GBC,GEOMETRIC MEAN SCORE,0.5331768079142343,0.8212407642516962,0.7603684151290531
HEART (2),LR,ROC AUC,0.8793333333333333,0.8913333333333333,0.8965
HEART (2),LR,F1,0.7431754617109309,0.7571003392019867,0.7781057630360766
HEART (2),LR,GEOMETRIC MEAN SCORE,0.8035738276853687,0.8391714783518761,0.8476978622460074
HEART (2),KNN,ROC AUC,0.6438333333333334,0.6655833333333334,0.6721666666666666
HEART (2),KNN,F1,0.4005847953216374,0.49888359610376265,0.4922410554562265
HEART (2),KNN,GEOMETRIC MEAN SCORE,0.5396429695765379,0.631306548662951,0.6235194790890242
HEART (2),DT,ROC AUC,0.8214166666666667,0.8498333333333333,0.8355833333333333
HEART (2),DT,F1,0.7130245544879692,0.7202405403955792,0.7128161335478409
HEART (2),DT,GEOMETRIC MEAN SCORE,0.792841501537719,0.8110027299220461,0.7977241877937314
HEART (2),GBC,ROC AUC,0.8836666666666668,0.8825833333333334,0.8873333333333333
HEART (2),GBC,F1,0.7042039580059666,0.7508041665936402,0.7677002334897072
HEART (2),GBC,GEOMETRIC MEAN SCORE,0.7715940666111682,0.8201202378277658,0.8246888629536977
WINE (3),LR,ROC AUC,0.9810531135531135,0.9822283272283272,0.9880326617826617
WINE (3),LR,F1,0.7848055790363483,0.8279914529914532,0.8813445378151261
WINE (3),LR,GEOMETRIC MEAN SCORE,0.8451225340799952,0.9255700579034398,0.9292998689298608
WINE (3),KNN,ROC AUC,0.7789819902319903,0.7875160256410256,0.7862637362637364
WINE (3),KNN,F1,0.5203155818540434,0.5337459032195875,0.5432243330219038
WINE (3),KNN,GEOMETRIC MEAN SCORE,0.6605143407549879,0.7524774101381206,0.7490890148028311
WINE (3),DT,ROC AUC,0.9166880341880341,0.9205128205128205,0.94741452991453
WINE (3),DT,F1,0.8755586080586081,0.8458521870286575,0.9260016906170753
WINE (3),DT,GEOMETRIC MEAN SCORE,0.9119946948644875,0.9195131749410013,0.9458147486466852
WINE (3),GBC,ROC AUC,0.9982371794871796,0.9970619658119658,0.9976495726495727
WINE (3),GBC,F1,0.8936263736263736,0.9489819004524888,0.931456043956044
WINE (3),GBC,GEOMETRIC MEAN SCORE,0.907259638877171,0.9714660553557377,0.9499714794467309
LIVER (3),LR,ROC AUC,0.6734674546986475,0.7014466592076276,0.7014498507280313
LIVER (3),LR,F1,0.22560280221570544,0.4270752142259152,0.4430632332459109
LIVER (3),LR,GEOMETRIC MEAN SCORE,0.37327852174210896,0.6571156034816117,0.6715460329436336
LIVER (3),KNN,ROC AUC,0.6345842497556207,0.6713801148673786,0.6775049274795378
LIVER (3),KNN,F1,0.27738269794721404,0.42025646163093566,0.4274965004488423
LIVER (3),KNN,GEOMETRIC MEAN SCORE,0.4338030073377885,0.6415308594466409,0.6345796315093162
LIVER (3),DT,ROC AUC,0.5831748971418567,0.6534639166703141,0.6693294490250361
LIVER (3),DT,F1,0.28608476519708653,0.39720516077632495,0.40181571523702875
LIVER (3),DT,GEOMETRIC MEAN SCORE,0.4686420952609678,0.6195217831599702,0.5845607806979487
LIVER (3),GBC,ROC AUC,0.7004042858471572,0.7051260263017756,0.7307201107275207
LIVER (3),GBC,F1,0.32945751069874496,0.421056166846015,0.38914148719487984
LIVER (3),GBC,GEOMETRIC MEAN SCORE,0.4834571417618021,0.5998034310064009,0.5661541619104483
LIVER,LR,ROC AUC,0.7225547951271044,0.722454135676649,0.7261505133978945
LIVER,LR,F1,0.5845529464782357,0.650255502218481,0.6490973033831369
LIVER,LR,GEOMETRIC MEAN SCORE,0.6493043579716353,0.6871412229157041,0.69090897522793
LIVER,KNN,ROC AUC,0.6835694848603906,0.6914921787201499,0.7040569796783873
LIVER,KNN,F1,0.5941775044893074,0.6312853858245604,0.6367451845890082
LIVER,KNN,GEOMETRIC MEAN SCORE,0.6560550277425641,0.6736715807828347,0.684694296121559
LIVER,DT,ROC AUC,0.6832250179288282,0.6886643768031666,0.7113456920681474
LIVER,DT,F1,0.5709690599682274,0.5982506380229157,0.6264391062887165
LIVER,DT,GEOMETRIC MEAN SCORE,0.6333928643050919,0.646605940057561,0.6755048941447637
LIVER,GBC,ROC AUC,0.7682579722251317,0.7787398344782233,0.7851178946693222
LIVER,GBC,F1,0.6693062559629275,0.669498708555679,0.679644468781293
LIVER,GBC,GEOMETRIC MEAN SCORE,0.7173193269296199,0.7113471998305296,0.7209137238129215
VOWEL (3),LR,ROC AUC,0.9593534723023104,0.9868595029408374,0.9861357121919809
VOWEL (3),LR,F1,0.6111709770114943,0.5543550487378077,0.6111709770114943
VOWEL (3),LR,GEOMETRIC MEAN SCORE,0.6815443452600126,0.9587596977279957,0.9195659299456389
VOWEL (3),KNN,ROC AUC,0.945488085284281,0.9802052999942338,0.956457228116711
VOWEL (3),KNN,F1,0.49824744221295947,0.9248603252553291,0.9042427315753889
VOWEL (3),KNN,GEOMETRIC MEAN SCORE,0.5760277537377502,0.9409615868132886,0.9275014076439492
VOWEL (3),DT,ROC AUC,0.8785071827067235,0.990033258611079,0.9623058002248874
VOWEL (3),DT,F1,0.7733684966727163,0.7854460553814002,0.8427530282477809
VOWEL (3),DT,GEOMETRIC MEAN SCORE,0.8588717474745653,0.9862572164240333,0.9502370287352628
VOWEL (3),GBC,ROC AUC,0.9931513209741283,0.9998886374120632,0.9982740540787298
VOWEL (3),GBC,F1,0.7909553189091728,0.9682625205254514,0.917123538011696
VOWEL (3),GBC,GEOMETRIC MEAN SCORE,0.8343938345554863,0.9988854722716531,0.9528107796081916
DERMATOLOGY,LR,ROC AUC,1.0,1.0,1.0
DERMATOLOGY,LR,F1,0.9746454662655779,0.987322733132789,0.9746454662655779
DERMATOLOGY,LR,GEOMETRIC MEAN SCORE,0.9985252322510834,0.9992626161255417,0.9985252322510834
DERMATOLOGY,KNN,ROC AUC,0.9751765747456841,0.9733147084166143,0.9751765747456841
DERMATOLOGY,KNN,F1,0.9076063601203266,0.8691141260973663,0.9076063601203266
DERMATOLOGY,KNN,GEOMETRIC MEAN SCORE,0.9709019108491093,0.9680318899607596,0.9709019108491093
DERMATOLOGY,DT,ROC AUC,0.9590781534347066,0.9985168339348396,0.9985168339348396
DERMATOLOGY,DT,F1,0.9347970465288901,0.9776536312849162,0.9776536312849162
DERMATOLOGY,DT,GEOMETRIC MEAN SCORE,0.9573626319298281,0.9985135379939739,0.9985135379939739
DERMATOLOGY,GBC,ROC AUC,0.9985168339348396,1.0,1.0
DERMATOLOGY,GBC,F1,0.9776536312849162,0.9776536312849162,0.9776536312849162
DERMATOLOGY,GBC,GEOMETRIC MEAN SCORE,0.9985135379939739,0.9985135379939739,0.9985135379939739
WINE,LR,ROC AUC,0.9847846441947565,0.9859550561797752,0.9873132187250409
WINE,LR,F1,0.9222589410295954,0.9355912446219476,0.9382114419169165
WINE,LR,GEOMETRIC MEAN SCORE,0.933195415444482,0.9473120043672003,0.9500679947646201
WINE,KNN,ROC AUC,0.8701885162956243,0.8721221677483891,0.87864838982328
WINE,KNN,F1,0.729085010016549,0.7322993285473223,0.7371470502297661
WINE,KNN,GEOMETRIC MEAN SCORE,0.7710170187973784,0.7746160159817312,0.7781022045868117
WINE,DT,ROC AUC,0.933248423942122,0.9507950077930538,0.9611019755972736
WINE,DT,F1,0.920831155634155,0.9428988221245183,0.9359241906625836
WINE,DT,GEOMETRIC MEAN SCORE,0.9317752448863756,0.9501404602959559,0.9463076969991185
WINE,GBC,ROC AUC,0.9890761548064918,0.9972544024937773,0.9984321325827188
WINE,GBC,F1,0.9360921514194969,0.9647202964379632,0.9652410666130795
WINE,GBC,GEOMETRIC MEAN SCORE,0.9454339075793281,0.9705308705464682,0.9703738047054178
MANDELON 1 (2),LR,ROC AUC,0.8486157317150077,0.8425768227571386,0.8486157317150077
MANDELON 1 (2),LR,F1,0.07606873862918659,0.12277457830911931,0.1748845099929081
MANDELON 1 (2),LR,GEOMETRIC MEAN SCORE,0.16427080598343133,0.773988604675915,0.7636855468800134
MANDELON 1 (2),KNN,ROC AUC,0.5246024228842581,0.6734515170148032,0.53289896159743
MANDELON 1 (2),KNN,F1,0.0,0.08108732638224703,0.05185373716806651
MANDELON 1 (2),KNN,GEOMETRIC MEAN SCORE,0.0,0.4886799459067476,0.20266841222727264
MANDELON 1 (2),DT,ROC AUC,0.771351364127788,0.8310730645424722,0.8186203400831205
MANDELON 1 (2),DT,F1,0.2638828872126149,0.2653708999240454,0.2687449797695225
MANDELON 1 (2),DT,GEOMETRIC MEAN SCORE,0.4498894124698053,0.8100491446004958,0.7174647651535557
MANDELON 1 (2),GBC,ROC AUC,0.8321526491538511,0.8626800078606939,0.8264584870502975
MANDELON 1 (2),GBC,F1,0.31901617862721565,0.35612946630635756,0.369277065797168
MANDELON 1 (2),GBC,GEOMETRIC MEAN SCORE,0.4780844346194646,0.8159955000744152,0.6484765404691747
YEAST 5 (2),LR,ROC AUC,0.9858362240244934,0.987609927692007,0.9876778182203114
YEAST 5 (2),LR,F1,0.0,0.3220435079778957,0.363285218205539
YEAST 5 (2),LR,GEOMETRIC MEAN SCORE,0.0,0.9664332514918768,0.9702048600614326
YEAST 5 (2),KNN,ROC AUC,0.9697265243306626,0.9906232187642499,0.9892112077389095
YEAST 5 (2),KNN,F1,0.40164413789584785,0.5572592831022058,0.5589708009608652
YEAST 5 (2),KNN,GEOMETRIC MEAN SCORE,0.5902757814013262,0.9830019851735212,0.9048827778190904
YEAST 5 (2),DT,ROC AUC,0.8777080381571234,0.98327943822878,0.9891102880105531
YEAST 5 (2),DT,F1,0.4953127580861706,0.589500834190955,0.5917151944169727
YEAST 5 (2),DT,GEOMETRIC MEAN SCORE,0.758904477510528,0.9751868790277298,0.9889956045259511
YEAST 5 (2),GBC,ROC AUC,0.9798505594098104,0.991470527164354,0.9903792912513842
YEAST 5 (2),GBC,F1,0.3524564224300685,0.6460686600221485,0.5797479838648685
YEAST 5 (2),GBC,GEOMETRIC MEAN SCORE,0.577026673786921,0.9470832402217283,0.8490882147426659
NEW THYROID 1 (2),LR,ROC AUC,1.0,1.0,1.0
NEW THYROID 1 (2),LR,F1,0.9329949238578681,0.9590003904724715,0.9742288168684107
NEW THYROID 1 (2),LR,GEOMETRIC MEAN SCORE,0.9385216971636037,0.9929883552685577,0.9971963910397535
NEW THYROID 1 (2),KNN,ROC AUC,0.8439932318104906,0.9134729272419628,0.8727368866328258
NEW THYROID 1 (2),KNN,F1,0.6425875309124041,0.7057368463459834,0.7563674903776427
NEW THYROID 1 (2),KNN,GEOMETRIC MEAN SCORE,0.7166782756377709,0.8395019744778476,0.8127404700171186
NEW THYROID 1 (2),DT,ROC AUC,0.8230329949238577,0.949746192893401,0.9302664974619289
NEW THYROID 1 (2),DT,F1,0.6356494605225569,0.8854604786076867,0.8087030566725998
NEW THYROID 1 (2),DT,GEOMETRIC MEAN SCORE,0.8001961819606298,0.9461700270216835,0.9250220589452347
NEW THYROID 1 (2),GBC,ROC AUC,0.8967005076142134,0.9899534686971235,0.9928510998307953
NEW THYROID 1 (2),GBC,F1,0.7508785630613041,0.8534013082236432,0.834165411576579
NEW THYROID 1 (2),GBC,GEOMETRIC MEAN SCORE,0.8547615662411563,0.9557929393895754,0.9391982905032834
YEAST 3 (3),LR,ROC AUC,0.9679957609490077,0.9713598452052998,0.9719696407488615
YEAST 3 (3),LR,F1,0.0,0.4629794224497681,0.5100477093581146
YEAST 3 (3),LR,GEOMETRIC MEAN SCORE,0.0,0.919423016574747,0.9191691626232679
YEAST 3 (3),KNN,ROC AUC,0.9201778414947247,0.9614035437866607,0.9611090356252694
YEAST 3 (3),KNN,F1,0.5921689149560118,0.6456301173477863,0.654514393310909
YEAST 3 (3),KNN,GEOMETRIC MEAN SCORE,0.7133898834929814,0.9082797888616783,0.8875932984278401
YEAST 3 (3),DT,ROC AUC,0.9281896591143344,0.9389030705946291,0.9421836238076498
YEAST 3 (3),DT,F1,0.620544850498339,0.6282860347022936,0.6830486754335812
YEAST 3 (3),DT,GEOMETRIC MEAN SCORE,0.7691753134023465,0.9327537700864688,0.9349313588455701
YEAST 3 (3),GBC,ROC AUC,0.9676166376192349,0.9727476078034518,0.9755758362849272
YEAST 3 (3),GBC,F1,0.6221126265955534,0.6519519487078147,0.6735202130954991
YEAST 3 (3),GBC,GEOMETRIC MEAN SCORE,0.7861808236319192,0.9097920187474325,0.8848415969429522
PIMA (3),LR,ROC AUC,0.7991858130611948,0.8320623802074403,0.8295198731700828
PIMA (3),LR,F1,0.2338171828752718,0.49898984194311213,0.4914089567707439
PIMA (3),LR,GEOMETRIC MEAN SCORE,0.36319380072715374,0.7662717705887968,0.7646583473705942
PIMA (3),KNN,ROC AUC,0.6967160302422624,0.6997296960724955,0.7077461850116249
PIMA (3),KNN,F1,0.2713973145498569,0.3810270245343709,0.4063924414657174
PIMA (3),KNN,GEOMETRIC MEAN SCORE,0.4523604249463112,0.6586909544515285,0.6486408695582239
PIMA (3),DT,ROC AUC,0.7383691471528012,0.7660871010754645,0.7720823927831071
PIMA (3),DT,F1,0.3873994179078924,0.43157201932619016,0.47079423720484237
PIMA (3),DT,GEOMETRIC MEAN SCORE,0.5250199685228717,0.7076308296697824,0.737872864540243
PIMA (3),GBC,ROC AUC,0.8158147118970709,0.8354465528323831,0.8318715374627716
PIMA (3),GBC,F1,0.42488336823529127,0.536183368153557,0.5170740295693812
PIMA (3),GBC,GEOMETRIC MEAN SCORE,0.5792724917073777,0.7447745149312203,0.7226482295673515
LIVER (2),LR,ROC AUC,0.6824774855668183,0.6914206956527522,0.7029096662409875
LIVER (2),LR,F1,0.30147633833592086,0.49606272406642116,0.5362216299277736
LIVER (2),LR,GEOMETRIC MEAN SCORE,0.44096905900731187,0.6486038136262124,0.6854854552599288
LIVER (2),KNN,ROC AUC,0.6524757354603985,0.6447979749481203,0.6872221550170272
LIVER (2),KNN,F1,0.3661715023847377,0.44955827920743663,0.4738316560379282
LIVER (2),KNN,GEOMETRIC MEAN SCORE,0.5075559419121406,0.6086499977879898,0.6198609662087716
LIVER (2),DT,ROC AUC,0.6790618161698194,0.6831987809116185,0.6989595076921542
LIVER (2),DT,F1,0.4398865650342568,0.48641945898281935,0.5042972503010865
LIVER (2),DT,GEOMETRIC MEAN SCORE,0.5732311714851528,0.6306375822104442,0.6391109735266711
LIVER (2),GBC,ROC AUC,0.719461578304999,0.7490091737169766,0.749429708492963
LIVER (2),GBC,F1,0.48482859963207253,0.510368963306338,0.5230267263588296
LIVER (2),GBC,GEOMETRIC MEAN SCORE,0.6071698246024025,0.646980960926576,0.6494611732797568
MANDELON 2 (2),LR,ROC AUC,0.8274351740376161,0.8120338718399169,0.8293330047036516
MANDELON 2 (2),LR,F1,0.15265764564599335,0.18471205471851632,0.19540920765335648
MANDELON 2 (2),LR,GEOMETRIC MEAN SCORE,0.38807767202660004,0.6946326336741984,0.586176348579995
MANDELON 2 (2),KNN,ROC AUC,0.5129081310197519,0.7017384694597155,0.5596080911206289
MANDELON 2 (2),KNN,F1,0.0,0.06365673384473965,0.04208825366354328
MANDELON 2 (2),KNN,GEOMETRIC MEAN SCORE,0.0,0.6609628572836941,0.18190267946716976
MANDELON 2 (2),DT,ROC AUC,0.8052375846773303,0.8951789009861799,0.8750298243674415
MANDELON 2 (2),DT,F1,0.6601212297642332,0.6028349646368225,0.6605750504111749
MANDELON 2 (2),DT,GEOMETRIC MEAN SCORE,0.738071284738756,0.8707149571082928,0.8632453290840283
MANDELON 2 (2),GBC,ROC AUC,0.8971657835964928,0.9198252572169626,0.9061382469618617
MANDELON 2 (2),GBC,F1,0.6459313420969341,0.8787611438442793,0.7899543903071918
MANDELON 2 (2),GBC,GEOMETRIC MEAN SCORE,0.762253235491312,0.8970054751641087,0.8525177371290558
LED (2),LR,ROC AUC,0.9677746819377647,0.9630533332305669,0.9677746819377647
LED (2),LR,F1,0.0,0.40114357264768097,0.6942806603773585
LED (2),LR,GEOMETRIC MEAN SCORE,0.0,0.897959491095347,0.900397158209585
LED (2),KNN,ROC AUC,0.9027093738438773,0.9491024311978461,0.9121523281744565
LED (2),KNN,F1,0.6960090640029597,0.5930427367901812,0.6960090640029597
LED (2),KNN,GEOMETRIC MEAN SCORE,0.9003922486086194,0.9016417973700082,0.9003922486086194
LED (2),DT,ROC AUC,0.9757808967402474,0.8993183692502158,0.9757808967402474
LED (2),DT,F1,0.7228109940374092,0.5754464285714286,0.7631197418933269
LED (2),DT,GEOMETRIC MEAN SCORE,0.9015407243664846,0.8659384384732843,0.9049494304341817
LED (2),GBC,ROC AUC,0.9739324490278292,0.9698274422452419,0.9741377250585769
LED (2),GBC,F1,0.6825022461814916,0.5402796495956874,0.6825022461814916
LED (2),GBC,GEOMETRIC MEAN SCORE,0.8365231453718921,0.8574735793994259,0.8365231453718921
MANDELON 1,LR,ROC AUC,0.8545650179097317,0.8496073854893949,0.8545650179097317
MANDELON 1,LR,F1,0.13801623236990396,0.2298001983095589,0.3445077037842434
MANDELON 1,LR,GEOMETRIC MEAN SCORE,0.27529639169206005,0.8017651184786371,0.7846952168581492
MANDELON 1,KNN,ROC AUC,0.6446682117084698,0.7270907329461165,0.6806388984394818
MANDELON 1,KNN,F1,0.06358589981447124,0.21528314545997324,0.18181427744079354
MANDELON 1,KNN,GEOMETRIC MEAN SCORE,0.15198945944753428,0.6395840270469181,0.49868017226479694
MANDELON 1,DT,ROC AUC,0.8091301905821557,0.8418656150989792,0.8351424764219554
MANDELON 1,DT,F1,0.47349912114912107,0.41621471761542117,0.4744312889812889
MANDELON 1,DT,GEOMETRIC MEAN SCORE,0.6084665534367645,0.8234146939470615,0.7934353298020186
MANDELON 1,GBC,ROC AUC,0.8484818797531793,0.8648107095869455,0.859460079239188
MANDELON 1,GBC,F1,0.48312573855389074,0.455458464753006,0.5137275637990748
MANDELON 1,GBC,GEOMETRIC MEAN SCORE,0.621883714331789,0.821027386952693,0.7702464488912486
PIMA,LR,ROC AUC,0.826119291153767,0.8329374112195533,0.8324743610483625
PIMA,LR,F1,0.6246224516705662,0.6885879425253545,0.6863865847844839
PIMA,LR,GEOMETRIC MEAN SCORE,0.6967029422867107,0.7604481132189391,0.7585826446337235
PIMA,KNN,ROC AUC,0.7383466951244329,0.73194646708395,0.7488178661841243
PIMA,KNN,F1,0.5713877687714363,0.5973808105553899,0.6059369243961854
PIMA,KNN,GEOMETRIC MEAN SCORE,0.663551877736168,0.6826459581156474,0.6909422477928763
PIMA,DT,ROC AUC,0.766214464988386,0.7870562294900467,0.8037502429233184
PIMA,DT,F1,0.5938932593962043,0.6518301711064693,0.6602412850454353
PIMA,DT,GEOMETRIC MEAN SCORE,0.6790494502427128,0.7187140293330987,0.7244590828816868
PIMA,GBC,ROC AUC,0.8215903537722751,0.8273844602452629,0.8323248609515237
PIMA,GBC,F1,0.6056643413169964,0.6737147723071053,0.6740457487163425
PIMA,GBC,GEOMETRIC MEAN SCORE,0.6872077391846627,0.7475443311573877,0.7471086796067812
PAGE BLOCKS 0,LR,ROC AUC,0.940606860369297,0.9583036349466616,0.9628211651537724
PAGE BLOCKS 0,LR,F1,0.6989433739464773,0.7263913642636273,0.753573377794279
PAGE BLOCKS 0,LR,GEOMETRIC MEAN SCORE,0.7588488461174405,0.9060080276458276,0.9037819639016877
PAGE BLOCKS 0,KNN,ROC AUC,0.9410529379261983,0.9544230858076888,0.9434226768906339
PAGE BLOCKS 0,KNN,F1,0.7918246863929482,0.8066531775834189,0.8141452243350159
PAGE BLOCKS 0,KNN,GEOMETRIC MEAN SCORE,0.8531822440025351,0.9198638833346182,0.9169020298259851
PAGE BLOCKS 0,DT,ROC AUC,0.9335569009480709,0.9605568425838829,0.9511314204232946
PAGE BLOCKS 0,DT,F1,0.8476854090451416,0.8229092518646715,0.8564853196067295
PAGE BLOCKS 0,DT,GEOMETRIC MEAN SCORE,0.9051821824893265,0.9455961600472345,0.9356403752497315
PAGE BLOCKS 0,GBC,ROC AUC,0.9910014673217975,0.9915762128118806,0.9917229419376806
PAGE BLOCKS 0,GBC,F1,0.8708901344486188,0.8750461619590388,0.8829050709861423
PAGE BLOCKS 0,GBC,GEOMETRIC MEAN SCORE,0.9192599021817045,0.9628379917833885,0.954625483114153
YEAST 1 (3),LR,ROC AUC,0.7552646732552072,0.7686355272708193,0.769510731742499
YEAST 1 (3),LR,F1,0.0,0.35809911966606434,0.4065664416913075
YEAST 1 (3),LR,GEOMETRIC MEAN SCORE,0.0,0.7019575820304887,0.7171832342441531
YEAST 1 (3),KNN,ROC AUC,0.6886057720740636,0.71553304696753,0.7162295105319327
YEAST 1 (3),KNN,F1,0.18333832962057506,0.349527598236523,0.34243817933210036
YEAST 1 (3),KNN,GEOMETRIC MEAN SCORE,0.35543535552473715,0.6539367623854748,0.6346131431879358
YEAST 1 (3),DT,ROC AUC,0.6706370585064685,0.72367513556799,0.7227781450716173
YEAST 1 (3),DT,F1,0.24000654334610763,0.361253021872718,0.3819022340604472
YEAST 1 (3),DT,GEOMETRIC MEAN SCORE,0.4227768100927844,0.6915415731139944,0.6833201557116421
YEAST 1 (3),GBC,ROC AUC,0.7439324430045334,0.7665020301886822,0.7604604646846481
YEAST 1 (3),GBC,F1,0.201126993983752,0.3679072664638731,0.3918365130990653
YEAST 1 (3),GBC,GEOMETRIC MEAN SCORE,0.361499402868535,0.6708010713641164,0.6799621808072993
