Dataset,Oversampler,Classifier,Metric,Score
YEAST 3 (2),G-SMOTE,GBC,mean_test_geometric_mean_score,0.9129596770569202
YEAST 3 (2),K-MEANS G-SMOTE,LR,mean_test_roc_auc,0.9654437116710399
YEAST 3 (2),K-MEANS G-SMOTE,LR,mean_test_f1,0.6006066243103665
YEAST 3 (2),K-MEANS G-SMOTE,LR,mean_test_geometric_mean_score,0.8991097093387675
YEAST 3 (2),K-MEANS G-SMOTE,KNN,mean_test_roc_auc,0.9552321704629633
YEAST 3 (2),K-MEANS G-SMOTE,KNN,mean_test_f1,0.6727004408698627
YEAST 3 (2),K-MEANS G-SMOTE,KNN,mean_test_geometric_mean_score,0.8918841131015586
YEAST 3 (2),K-MEANS G-SMOTE,DT,mean_test_roc_auc,0.9514191048867277
YEAST 3 (2),K-MEANS G-SMOTE,DT,mean_test_f1,0.7122144089159663
YEAST 3 (2),K-MEANS G-SMOTE,DT,mean_test_geometric_mean_score,0.92751519957237
YEAST 3 (2),K-MEANS G-SMOTE,GBC,mean_test_roc_auc,0.9685497260836062
YEAST 3 (2),K-MEANS G-SMOTE,GBC,mean_test_f1,0.722165441852273
YEAST 3 (2),K-MEANS G-SMOTE,GBC,mean_test_geometric_mean_score,0.9164071444807009
YEAST 3,NO OVERSAMPLING,LR,mean_test_roc_auc,0.9641647128916093
YEAST 3,NO OVERSAMPLING,LR,mean_test_f1,0.08064169400613325
YEAST 3,NO OVERSAMPLING,LR,mean_test_geometric_mean_score,0.19957681863972115
YEAST 3,NO OVERSAMPLING,KNN,mean_test_roc_auc,0.9287741718021849
YEAST 3,NO OVERSAMPLING,KNN,mean_test_f1,0.7106815098823978
YEAST 3,NO OVERSAMPLING,KNN,mean_test_geometric_mean_score,0.8004795025617789
YEAST 3,NO OVERSAMPLING,DT,mean_test_roc_auc,0.9484849856588883
YEAST 3,NO OVERSAMPLING,DT,mean_test_f1,0.7336229912602455
YEAST 3,NO OVERSAMPLING,DT,mean_test_geometric_mean_score,0.8300614593025912
YEAST 3,NO OVERSAMPLING,GBC,mean_test_roc_auc,0.9599725202776801
YEAST 3,NO OVERSAMPLING,GBC,mean_test_f1,0.727986692175687
YEAST 3,NO OVERSAMPLING,GBC,mean_test_geometric_mean_score,0.8207164146073769
YEAST 3,G-SMOTE,LR,mean_test_roc_auc,0.9663922103527898
YEAST 3,G-SMOTE,LR,mean_test_f1,0.675002711749497
YEAST 3,G-SMOTE,LR,mean_test_geometric_mean_score,0.9016420279222721
YEAST 3,G-SMOTE,KNN,mean_test_roc_auc,0.9433234173866394
YEAST 3,G-SMOTE,KNN,mean_test_f1,0.7143346763738057
YEAST 3,G-SMOTE,KNN,mean_test_geometric_mean_score,0.9004086269948215
YEAST 3,G-SMOTE,DT,mean_test_roc_auc,0.9497763539343969
YEAST 3,G-SMOTE,DT,mean_test_f1,0.7702631450254751
YEAST 3,G-SMOTE,DT,mean_test_geometric_mean_score,0.9255714057820457
YEAST 3,G-SMOTE,GBC,mean_test_roc_auc,0.9699123864777743
YEAST 3,G-SMOTE,GBC,mean_test_f1,0.7841418796566455
YEAST 3,G-SMOTE,GBC,mean_test_geometric_mean_score,0.9175180062586269
YEAST 3,K-MEANS G-SMOTE,LR,mean_test_roc_auc,0.9661206433756491
YEAST 3,K-MEANS G-SMOTE,LR,mean_test_f1,0.7107601062556328
YEAST 3,K-MEANS G-SMOTE,LR,mean_test_geometric_mean_score,0.8985571967887664
YEAST 3,K-MEANS G-SMOTE,KNN,mean_test_roc_auc,0.9413093303188845
YEAST 3,K-MEANS G-SMOTE,KNN,mean_test_f1,0.7438057474050435
YEAST 3,K-MEANS G-SMOTE,KNN,mean_test_geometric_mean_score,0.8916674629403397
YEAST 3,K-MEANS G-SMOTE,DT,mean_test_roc_auc,0.95301067643494
YEAST 3,K-MEANS G-SMOTE,DT,mean_test_f1,0.7918639361261626
